구분번호,발생년월,주야,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령대,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령대,피해운전자 상해정도
2022114698,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,기타불명,기타불명,기타불명,기타불명,보행자,여,21-30세,경상
2022114810,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,승용,여,31-40세,경상
2022114875,2022년 8월,야간,서울특별시 금천구,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,승용,남,31-40세,경상
2022115333,2022년 8월,주간,서울특별시 금천구,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,승용,여,31-40세,중상
2022116050,2022년 8월,야간,서울특별시 금천구,중상사고,0,1,0,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,51-60세,상해없음,보행자,여,65세 이상,중상
2022116111,2022년 8월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),남,21-30세,상해없음,보행자,여,31-40세,경상
2022116868,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,41-50세,상해없음,이륜,남,31-40세,경상
2022117381,2022년 8월,야간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,21-30세,경상
2022117751,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,61-64세,경상
2022117813,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,65세 이상,상해없음,보행자,여,51-60세,경상
2022117851,2022년 8월,야간,서울특별시 금천구,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,보행자,남,21-30세,부상신고
2022118025,2022년 8월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,21-30세,상해없음,이륜,남,21-30세,경상
2022118382,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,51-60세,상해없음,보행자,남,65세 이상,경상
2022118552,2022년 8월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,보행자,여,51-60세,경상
2022118858,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,21-30세,경상,승합,남,51-60세,상해없음
2022119019,2022년 8월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,보행자,여,13-20세,경상
2022119062,2022년 8월,야간,서울특별시 금천구,경상사고,0,0,1,1,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,41-50세,상해없음,승용,여,21-30세,경상
2022119212,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,화물,남,51-60세,경상
2022119246,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,51-60세,상해없음,,,,
2022119791,2022년 8월,야간,서울특별시 금천구,부상신고사고,0,0,0,1,차대차 - 충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,이륜,남,21-30세,부상신고,승용,남,41-50세,상해없음
2022119969,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,특수,남,51-60세,상해없음,승용,남,31-40세,경상
2022120069,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,6,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,41-50세,경상
2022120110,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,51-60세,기타불명,승용,여,41-50세,경상
2022120144,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,3,0,차대차 - 충돌,기타,건조,맑음,단일로 - 기타,화물,남,51-60세,경상,승용,여,31-40세,경상
2022120185,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,이륜,남,41-50세,경상
2022120220,2022년 8월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,보행자,남,51-60세,경상
2022120646,2022년 8월,주간,서울특별시 금천구,중상사고,0,1,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,31-40세,중상,자전거,남,61-64세,경상
2022121091,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,1,0,차량단독 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,31-40세,상해없음,,,,
2022121328,2022년 8월,야간,서울특별시 금천구,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,65세 이상,기타불명,보행자,남,51-60세,중상
2022121490,2022년 8월,주간,서울특별시 금천구,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,보행자,여,65세 이상,중상
2022121859,2022년 8월,야간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,20세 이하,경상,승용,남,21-30세,경상
2022121941,2022년 8월,야간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,승용,여,21-30세,경상
2022121974,2022년 8월,야간,서울특별시 금천구,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,여,61-64세,상해없음,이륜,남,21-30세,중상
2022122167,2022년 8월,주간,서울특별시 금천구,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,보행자,여,41-50세,중상
2022122288,2022년 8월,주간,서울특별시 금천구,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,65세 이상,상해없음,원동기,남,13-20세,중상
2022122495,2022년 8월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,41-50세,상해없음,이륜,남,31-40세,경상
2022122583,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,31-40세,상해없음,화물,남,51-60세,경상
2022122689,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,1,0,차량단독 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,51-60세,상해없음,,,,
2022122721,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승용,남,61-64세,상해없음,화물,남,41-50세,경상
2022122820,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,41-50세,상해없음,승용,남,21-30세,경상
2022123077,2022년 8월,야간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,승용,남,31-40세,경상
2022123241,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,여,51-60세,상해없음,보행자,여,61-64세,경상
2022123268,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,51-60세,경상,화물,남,41-50세,경상
2022123387,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,보행자,남,51-60세,경상
2022123576,2022년 8월,야간,서울특별시 금천구,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,51-60세,상해없음,보행자,여,51-60세,중상
2022123647,2022년 8월,야간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 충돌,안전운전불이행,젖음/습기,흐림,교차로 - 교차로부근,승용,남,51-60세,경상,이륜,남,21-30세,경상
2022123693,2022년 8월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,61-64세,상해없음,이륜,남,31-40세,경상
2022123813,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,21-30세,상해없음,승용,남,65세 이상,경상
2022123891,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,31-40세,상해없음,이륜,남,31-40세,경상
2022124289,2022년 8월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,이륜,남,61-64세,경상
2022124636,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,41-50세,경상
2022124791,2022년 8월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,61-64세,상해없음,이륜,남,21-30세,경상
2022124872,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,65세 이상,상해없음,승용,남,31-40세,경상
2022124972,2022년 8월,주간,서울특별시 금천구,부상신고사고,0,0,0,1,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,자전거,남,31-40세,상해없음,보행자,남,51-60세,부상신고
2022125045,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,기타,젖음/습기,비,교차로 - 교차로부근,화물,남,51-60세,상해없음,보행자,여,13-20세,경상
2022125111,2022년 8월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,65세 이상,상해없음,화물,남,41-50세,경상
2022125218,2022년 8월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,51-60세,상해없음,원동기,남,13-20세,경상
2022125835,2022년 8월,야간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,51-60세,상해없음,승용,여,41-50세,경상
2022126402,2022년 8월,야간,서울특별시 금천구,중상사고,0,1,1,0,차대차 - 기타,중앙선침범,건조,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,31-40세,경상,이륜,남,31-40세,중상
2022126556,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,65세 이상,상해없음,보행자,남,65세 이상,경상
2022127156,2022년 9월,야간,서울특별시 금천구,경상사고,0,0,1,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,부상신고,건설기계,남,31-40세,경상
2022127567,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,승용,여,51-60세,경상
2022128215,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,승용,남,41-50세,경상
2022128344,2022년 9월,야간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,화물,남,41-50세,상해없음,승용,여,31-40세,경상
2022128441,2022년 9월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,승용,남,65세 이상,경상
2022128635,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,기타 - 기타,승용,남,51-60세,상해없음,승용,남,51-60세,상해없음
2022128663,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,65세 이상,상해없음,승합,남,51-60세,경상
2022128699,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,이륜,남,41-50세,상해없음,이륜,남,21-30세,경상
2022128911,2022년 9월,야간,서울특별시 금천구,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,젖음/습기,맑음,교차로 - 교차로부근,승용,남,41-50세,상해없음,,,,
2022129116,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,승용,남,41-50세,경상
2022129137,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승합,남,61-64세,상해없음,,,,
2022129218,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,21-30세,경상
2022129294,2022년 9월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,신호위반,젖음/습기,비,교차로 - 교차로부근,승용,여,41-50세,상해없음,이륜,남,51-60세,경상
2022129592,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,흐림,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,31-40세,경상
2022129651,2022년 9월,주간,서울특별시 금천구,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,51-60세,상해없음,보행자,여,65세 이상,중상
2022130647,2022년 9월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,이륜,남,21-30세,경상
2022131275,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,61-64세,상해없음,보행자,여,61-64세,경상
2022131426,2022년 9월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,이륜,남,21-30세,경상
2022131544,2022년 9월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,31-40세,상해없음,승합,남,41-50세,상해없음
2022131849,2022년 9월,주간,서울특별시 금천구,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,보행자,여,51-60세,중상
2022131889,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,보행자,남,12세 이하,경상
2022132205,2022년 9월,주간,서울특별시 금천구,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,31-40세,상해없음,승용,남,51-60세,상해없음
2022132245,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,이륜,남,51-60세,경상
2022132365,2022년 9월,주간,서울특별시 금천구,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,31-40세,상해없음,이륜,남,51-60세,중상
2022132923,2022년 9월,야간,서울특별시 금천구,중상사고,0,1,1,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,승용,남,61-64세,중상
2022133206,2022년 9월,야간,서울특별시 금천구,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,기타불명,기타불명,기타불명,기타불명,이륜,남,31-40세,중상
2022133227,2022년 9월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,개인형이동수단(PM),여,20세 이하,경상,승용,남,31-40세,상해없음
2022133228,2022년 9월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,보행자,남,51-60세,경상
2022133289,2022년 9월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 교량,원동기,남,61-64세,경상,화물,남,51-60세,상해없음
2022133329,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,이륜,남,41-50세,경상
2022133540,2022년 9월,주간,서울특별시 금천구,중상사고,0,1,0,0,차대사람 - 기타,신호위반,건조,흐림,교차로 - 교차로안,승합,남,65세 이상,상해없음,보행자,여,65세 이상,중상
2022134143,2022년 9월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,65세 이상,상해없음,보행자,남,41-50세,경상
2022134183,2022년 9월,야간,서울특별시 금천구,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승합,남,31-40세,상해없음,자전거,여,51-60세,중상
2022134494,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,51-60세,상해없음,보행자,여,41-50세,경상
2022135185,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,침수,비,교차로 - 교차로안,이륜,남,31-40세,경상,승용,남,61-64세,경상
2022135186,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,21-30세,상해없음,승용,남,41-50세,경상
2022135240,2022년 9월,야간,서울특별시 금천구,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,젖음/습기,흐림,단일로 - 기타,승용,남,51-60세,상해없음,보행자,여,12세 이하,중상
2022135879,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,65세 이상,상해없음,승용,남,21-30세,경상
2022135921,2022년 9월,야간,서울특별시 금천구,경상사고,0,0,4,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,65세 이상,상해없음,승용,남,65세 이상,경상
2022136071,2022년 9월,야간,서울특별시 금천구,중상사고,0,1,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,여,61-64세,중상
2022136153,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,61-64세,상해없음,자전거,여,31-40세,경상
2022136434,2022년 9월,야간,서울특별시 금천구,중상사고,0,1,2,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,원동기,남,31-40세,중상
2022137069,2022년 9월,야간,서울특별시 금천구,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),남,51-60세,경상,,,,
2022137201,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,65세 이상,상해없음,승용,남,31-40세,경상
2022137265,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,61-64세,상해없음,승용,남,41-50세,경상
2022138172,2022년 9월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51-60세,기타불명,이륜,남,31-40세,경상
2022138483,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,51-60세,상해없음,승용,남,41-50세,경상
2022138573,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,41-50세,상해없음,승용,여,51-60세,경상
2022138703,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,기타,건조,맑음,교차로 - 교차로안,승용,남,21-30세,기타불명,화물,여,65세 이상,경상
2022139165,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,65세 이상,상해없음,화물,남,51-60세,경상
2022139673,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,51-60세,상해없음,보행자,남,31-40세,경상
2022139727,2022년 9월,주간,서울특별시 금천구,부상신고사고,0,0,0,3,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,승용,여,51-60세,부상신고
2022139823,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,여,31-40세,경상
2022139917,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,20세 이하,상해없음,이륜,남,31-40세,경상
2022140031,2022년 9월,야간,서울특별시 금천구,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,21-30세,상해없음,보행자,여,65세 이상,중상
2022140104,2022년 9월,야간,서울특별시 금천구,경상사고,0,0,1,0,차량단독 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,41-50세,상해없음,,,,
2022140375,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,5,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,여,41-50세,상해없음,승용,남,21-30세,경상
2022140401,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,20세 이하,상해없음,자전거,남,21-30세,경상
2022140663,2022년 9월,주간,서울특별시 금천구,부상신고사고,0,0,0,1,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,41-50세,상해없음,보행자,남,51-60세,부상신고
2022141165,2022년 9월,야간,서울특별시 금천구,경상사고,0,0,3,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,21-30세,상해없음,승용,남,65세 이상,경상
2022141244,2022년 9월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,21-30세,경상
2022141245,2022년 9월,야간,서울특별시 금천구,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,이륜,남,20세 이하,상해없음,자전거,여,61-64세,중상
2022141488,2022년 9월,주간,서울특별시 금천구,중상사고,0,1,0,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로부근,화물,남,65세 이상,상해없음,자전거,남,65세 이상,중상
2022141573,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,1,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,특수,남,51-60세,상해없음,승용,남,31-40세,부상신고
2022141794,2022년 9월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,61-64세,상해없음,승용,남,65세 이상,경상
2022142557,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,원동기,남,21-30세,경상
2022142590,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,41-50세,상해없음,보행자,여,65세 이상,경상
2022142887,2022년 9월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,보행자,여,21-30세,경상
2022142959,2022년 9월,야간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 충돌,기타,건조,맑음,단일로 - 기타,승용,여,51-60세,상해없음,이륜,남,51-60세,경상
2022143455,2022년 9월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,31-40세,경상
2022143523,2022년 9월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,51-60세,기타불명,보행자,여,41-50세,경상
2022145701,2022년 10월,야간,서울특별시 금천구,경상사고,0,0,1,2,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,21-30세,상해없음,승용,여,51-60세,경상
2022145995,2022년 10월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,보행자,여,41-50세,경상
2022146143,2022년 10월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,31-40세,상해없음,이륜,남,61-64세,경상
2022146179,2022년 10월,주간,서울특별시 금천구,경상사고,0,0,1,0,차량단독 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,61-64세,상해없음,,,,
2022146304,2022년 10월,야간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 충돌,기타,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,경상,승용,남,41-50세,경상
