구분번호,발생년월,주야,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령대,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령대,피해운전자 상해정도
2022000017,2022년 1월,야간,서울특별시 금천구,부상신고사고,0,0,0,1,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,21-30세,부상신고,,,,
2022000461,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,여,41-50세,경상
2022000622,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,승용,남,31-40세,경상
2022001312,2022년 1월,야간,서울특별시 금천구,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,51-60세,상해없음,이륜,남,21-30세,중상
2022001342,2022년 1월,야간,서울특별시 금천구,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,31-40세,상해없음,보행자,남,65세 이상,중상
2022001407,2022년 1월,야간,서울특별시 금천구,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,화물,남,51-60세,상해없음,보행자,남,41-50세,중상
2022001506,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,남,65세 이상,상해없음,보행자,여,21-30세,경상
2022001590,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,승용,남,31-40세,경상
2022001741,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,1,1,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,이륜,남,51-60세,부상신고,승용,여,31-40세,경상
2022001778,2022년 1월,야간,서울특별시 금천구,부상신고사고,0,0,0,1,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,자전거,남,51-60세,부상신고,승용,여,21-30세,상해없음
2022001910,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,보행자,여,21-30세,경상
2022002009,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,31-40세,경상
2022002358,2022년 1월,야간,서울특별시 금천구,중상사고,0,1,4,0,차대차 - 기타,중앙선침범,건조,맑음,교차로 - 교차로부근,승용,남,41-50세,경상,승용,남,65세 이상,중상
2022002487,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,화물,남,51-60세,상해없음,승용,여,21-30세,경상
2022002616,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,여,51-60세,경상
2022002933,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차량단독 - 충돌,안전운전불이행,젖음/습기,맑음,단일로 - 기타,승용,남,20세 이하,경상,,,,
2022003134,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,1,1,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,65세 이상,부상신고,승용,남,41-50세,경상
2022003423,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,보행자,남,41-50세,경상
2022003856,2022년 1월,주간,서울특별시 금천구,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,젖음/습기,흐림,교차로 - 교차로부근,승용,남,21-30세,상해없음,이륜,남,41-50세,중상
2022004087,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,4,0,차대차 - 기타,중앙선침범,건조,맑음,기타 - 기타,승용,남,65세 이상,상해없음,승용,남,41-50세,경상
2022004183,2022년 1월,주간,서울특별시 금천구,중상사고,0,1,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,경상,이륜,남,31-40세,중상
2022004241,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 충돌,중앙선침범,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,승용,남,65세 이상,경상
2022004712,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승합,남,61-64세,기타불명,승용,남,41-50세,경상
2022004774,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,61-64세,상해없음,화물,남,41-50세,경상
2022004867,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,여,21-30세,경상
2022004909,2022년 1월,야간,서울특별시 금천구,중상사고,0,1,1,1,차대차 - 기타,신호위반,젖음/습기,눈,교차로 - 교차로안,승용,남,65세 이상,부상신고,승용,남,31-40세,중상
2022004929,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,여,41-50세,경상
2022004940,2022년 1월,야간,서울특별시 금천구,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,적설,맑음,단일로 - 기타,화물,남,51-60세,중상,화물,남,65세 이상,경상
2022005489,2022년 1월,야간,서울특별시 금천구,중상사고,0,1,0,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,승용,남,51-60세,중상
2022005561,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,51-60세,상해없음,승용,여,51-60세,경상
2022005881,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,31-40세,경상
2022006073,2022년 1월,야간,서울특별시 금천구,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,경상,화물,남,51-60세,상해없음
2022006552,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,41-50세,상해없음,승용,남,65세 이상,경상
2022006742,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,21-30세,상해없음,승합,남,51-60세,경상
2022006906,2022년 1월,주간,서울특별시 금천구,중상사고,0,1,0,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,이륜,남,31-40세,중상
2022006974,2022년 1월,주간,서울특별시 금천구,중상사고,0,1,0,0,차량단독 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,51-60세,상해없음,,,,
2022007010,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,41-50세,상해없음,이륜,남,31-40세,경상
2022007499,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,승합,남,21-30세,상해없음
2022007698,2022년 1월,야간,서울특별시 금천구,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,61-64세,상해없음,보행자,여,61-64세,중상
2022008306,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,여,31-40세,경상
2022008325,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,51-60세,상해없음,승용,여,51-60세,경상
2022008589,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,서리/결빙,눈,교차로 - 교차로부근,승용,남,65세 이상,상해없음,승용,남,41-50세,경상
2022009234,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,이륜,남,21-30세,경상
2022009235,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,41-50세,상해없음,이륜,남,13-20세,경상
2022009686,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,51-60세,경상
2022009760,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,승합,남,51-60세,상해없음
2022009896,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,기타,건조,맑음,단일로 - 고가도로위,화물,남,51-60세,상해없음,승용,여,21-30세,경상
2022010253,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,자전거,남,61-64세,상해없음,보행자,여,61-64세,경상
2022010254,2022년 1월,야간,서울특별시 금천구,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,21-30세,상해없음,보행자,남,31-40세,중상
2022010276,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,화물,남,51-60세,상해없음,승용,여,51-60세,경상
2022010318,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,31-40세,상해없음,승용,남,21-30세,경상
2022010693,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,화물,남,41-50세,경상
2022010977,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,51-60세,상해없음,승용,남,31-40세,경상
2022011176,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,51-60세,상해없음,승용,여,51-60세,경상
2022011339,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,21-30세,상해없음,이륜,남,61-64세,경상
2022011843,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,기타,단일로 - 기타,승용,여,41-50세,상해없음,보행자,여,41-50세,경상
2022011876,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,61-64세,경상
2022011877,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,21-30세,상해없음,승용,남,31-40세,경상
2022011987,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,1,1,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,61-64세,경상
2022012172,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,41-50세,경상,승용,남,61-64세,상해없음
2022012334,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,단일로 - 기타,자전거,남,61-64세,경상,승합,남,61-64세,상해없음
2022012712,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,31-40세,상해없음,승용,여,51-60세,상해없음
2022012974,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,51-60세,상해없음,이륜,남,21-30세,경상
2022013580,2022년 1월,야간,서울특별시 금천구,중상사고,0,1,2,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,21-30세,중상,승용,여,31-40세,경상
2022013719,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,보행자,여,65세 이상,경상
2022013781,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,3,1,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,21-30세,부상신고,승용,여,21-30세,경상
2022014510,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,1,1,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,이륜,남,31-40세,부상신고,이륜,남,31-40세,경상
2022014511,2022년 1월,주간,서울특별시 금천구,부상신고사고,0,0,0,1,차대차 - 충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,65세 이상,부상신고,승합,남,31-40세,기타불명
2022014734,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,20세 이하,상해없음,승용,남,65세 이상,경상
2022015147,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,이륜,남,31-40세,기타불명,보행자,여,13-20세,경상
2022015148,2022년 1월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,31-40세,상해없음,이륜,남,21-30세,경상
2022015242,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,21-30세,상해없음,이륜,남,41-50세,경상
2022015339,2022년 1월,주간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,31-40세,경상
2022016074,2022년 2월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,이륜,남,31-40세,경상
2022016104,2022년 2월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,41-50세,상해없음,승용,남,61-64세,경상
2022016105,2022년 2월,야간,서울특별시 금천구,중상사고,0,1,3,0,차대차 - 충돌,기타,건조,맑음,교차로 - 교차로안,승용,남,31-40세,중상,승용,남,41-50세,경상
2022016156,2022년 2월,야간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,31-40세,상해없음,승용,남,31-40세,경상
2022016169,2022년 2월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,기타,건조,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,이륜,남,51-60세,경상
2022016442,2022년 2월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,65세 이상,상해없음,승용,남,65세 이상,경상
2022016459,2022년 2월,야간,서울특별시 금천구,경상사고,0,0,2,1,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,20세 이하,부상신고,승용,남,51-60세,경상
2022016540,2022년 2월,주간,서울특별시 금천구,중상사고,0,1,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,화물,남,51-60세,상해없음,승합,남,61-64세,상해없음
2022016780,2022년 2월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,41-50세,경상
2022016895,2022년 2월,야간,서울특별시 금천구,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,특수,남,31-40세,상해없음,이륜,남,41-50세,중상
2022016979,2022년 2월,주간,서울특별시 금천구,부상신고사고,0,0,0,1,차대사람 - 보도통행중,안전운전불이행,건조,맑음,기타 - 기타,기타불명,기타불명,기타불명,기타불명,보행자,여,65세 이상,부상신고
2022017180,2022년 2월,주간,서울특별시 금천구,경상사고,0,0,1,0,차량단독 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,61-64세,상해없음,,,,
2022017323,2022년 2월,야간,서울특별시 금천구,중상사고,0,1,0,0,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,이륜,남,21-30세,상해없음,이륜,남,31-40세,중상
2022018003,2022년 2월,야간,서울특별시 금천구,사망사고,1,0,0,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승합,남,31-40세,상해없음,이륜,남,21-30세,사망
2022018370,2022년 2월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,31-40세,경상
2022018807,2022년 2월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,51-60세,상해없음,보행자,남,65세 이상,경상
2022018874,2022년 2월,야간,서울특별시 금천구,경상사고,0,0,5,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 교량,승용,남,41-50세,상해없음,승용,남,51-60세,경상
2022018941,2022년 2월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,51-60세,상해없음,자전거,남,31-40세,경상
2022019346,2022년 2월,야간,서울특별시 금천구,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,보행자,남,51-60세,중상
2022019487,2022년 2월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,51-60세,경상
2022019912,2022년 2월,야간,서울특별시 금천구,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,원동기,남,51-60세,중상
2022019968,2022년 2월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,41-50세,상해없음,보행자,남,41-50세,경상
2022020188,2022년 2월,주간,서울특별시 금천구,부상신고사고,0,0,0,1,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,자전거,남,61-64세,부상신고,승용,남,41-50세,상해없음
2022020189,2022년 2월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,신호위반,건조,맑음,단일로 - 기타,승용,여,31-40세,상해없음,보행자,여,21-30세,경상
2022020247,2022년 2월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,65세 이상,경상
2022020395,2022년 2월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,21-30세,상해없음,원동기,남,41-50세,경상
2022020552,2022년 2월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,21-30세,경상,승용,남,51-60세,상해없음
2022020714,2022년 2월,야간,서울특별시 금천구,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,보행자,남,61-64세,중상
2022020771,2022년 2월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,21-30세,상해없음,승용,남,31-40세,경상
2022020968,2022년 2월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,51-60세,상해없음,승용,남,31-40세,경상
2022021039,2022년 2월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,61-64세,상해없음,보행자,여,31-40세,경상
2022021181,2022년 2월,주간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,61-64세,경상,승용,남,61-64세,경상
2022021291,2022년 2월,주간,서울특별시 금천구,중상사고,0,2,1,1,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,여,51-60세,부상신고,승용,남,65세 이상,중상
2022021292,2022년 2월,주간,서울특별시 금천구,중상사고,0,2,1,1,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,여,51-60세,부상신고,승용,남,65세 이상,중상
2022021504,2022년 2월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,기타,젖음/습기,흐림,단일로 - 기타,이륜,남,65세 이상,상해없음,승용,여,31-40세,경상
2022022115,2022년 2월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,51-60세,상해없음,건설기계,남,31-40세,경상
2022022572,2022년 2월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,여,31-40세,경상
2022022589,2022년 2월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,개인형이동수단(PM),남,31-40세,경상
2022022619,2022년 2월,주간,서울특별시 금천구,부상신고사고,0,0,0,1,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,21-30세,부상신고
2022023359,2022년 2월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,화물,남,61-64세,상해없음,보행자,여,21-30세,경상
2022024560,2022년 2월,주간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,21-30세,경상
2022024944,2022년 2월,주간,서울특별시 금천구,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,여,31-40세,중상
2022025070,2022년 2월,주간,서울특별시 금천구,경상사고,0,0,1,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,21-30세,부상신고,승용,여,51-60세,경상
2022025265,2022년 2월,야간,서울특별시 금천구,중상사고,0,2,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,41-50세,상해없음,화물,남,51-60세,중상
2022025266,2022년 2월,야간,서울특별시 금천구,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,31-40세,부상신고,승용,남,51-60세,상해없음
2022025527,2022년 2월,주간,서울특별시 금천구,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,41-50세,상해없음,승용,여,31-40세,중상
2022025628,2022년 2월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,교차로 - 교차로부근,이륜,남,20세 이하,상해없음,보행자,남,21-30세,경상
2022025629,2022년 2월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,승용,남,31-40세,경상
2022025800,2022년 2월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 기타,신호위반,건조,맑음,단일로 - 기타,승합,남,65세 이상,기타불명,보행자,여,21-30세,경상
2022025929,2022년 2월,주간,서울특별시 금천구,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승합,남,61-64세,상해없음,보행자,남,65세 이상,중상
2022025963,2022년 2월,주간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,31-40세,상해없음,승용,남,51-60세,경상
2022026519,2022년 2월,주간,서울특별시 금천구,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,자전거,남,65세 이상,중상,승용,남,31-40세,상해없음
2022026547,2022년 2월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,31-40세,상해없음,이륜,남,41-50세,경상
2022026638,2022년 2월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,흐림,교차로 - 교차로안,승용,여,21-30세,상해없음,이륜,남,51-60세,경상
2022026757,2022년 2월,야간,서울특별시 금천구,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,이륜,남,41-50세,부상신고
2022026845,2022년 2월,야간,서울특별시 금천구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,이륜,남,21-30세,경상
2022026909,2022년 2월,주간,서울특별시 금천구,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,화물,남,41-50세,중상
2022027043,2022년 2월,주간,서울특별시 금천구,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,남,51-60세,부상신고
2022027106,2022년 2월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,여,41-50세,상해없음,보행자,여,61-64세,경상
2022027127,2022년 2월,주간,서울특별시 금천구,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,개인형이동수단(PM),남,41-50세,중상
2022027183,2022년 2월,야간,서울특별시 금천구,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,31-40세,경상
2022027924,2022년 2월,주간,서울특별시 금천구,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,61-64세,상해없음,보행자,여,65세 이상,경상
2022028195,2022년 2월,야간,서울특별시 금천구,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,이륜,남,31-40세,중상,승용,남,21-30세,상해없음
