사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,좌표계,X좌표,Y좌표
2021080900100458,2021-08-09 18:00:00,월요일,서울특별시 동작구 사당동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,37,상해없음,보행자,여,48,경상,EPSG:5181,197426.35868542,442776.07114658
2021081000100134,2021-08-10 11:00:00,화요일,서울특별시 서초구 우면동,중상사고,0,1,1,0,차대차 - 측면충돌,기타,정보없음,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,26,중상,승용,여,33,경상,EPSG:5181,202554.20733399,441485.78616737
2021081200100169,2021-08-12 11:00:00,목요일,서울특별시 양천구 신정동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,28,경상,화물,남,24,상해없음,EPSG:5181,187978.20803295,447584.726321
2021081300100429,2021-08-13 18:00:00,금요일,서울특별시 강남구 역삼동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,32,상해없음,보행자,여,29,경상,EPSG:5181,204110.80336842,444879.38611037
2021081400100042,2021-08-14 06:00:00,토요일,서울특별시 송파구 잠실동,중상사고,0,1,0,0,차대차 - 정면충돌,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,24,상해없음,자전거,여,73,중상,EPSG:5181,208378.52538831,445815.42497623
2021081400100158,2021-08-14 12:00:00,토요일,서울특별시 송파구 석촌동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),여,19,상해없음,자전거,여,61,부상신고,EPSG:5181,209310.02832804,444472.83568411
2021081400100477,2021-08-14 22:00:00,토요일,서울특별시 마포구 합정동,중상사고,0,1,0,0,차대사람 - 기타,신호위반,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,22,상해없음,보행자,여,32,중상,EPSG:5181,192188.0946706,450352.15364553
2021081500100050,2021-08-15 07:00:00,일요일,서울특별시 동작구 사당동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,24,부상신고,승용,남,49,상해없음,EPSG:5181,198058.43753733,442242.2195483
2021081700100306,2021-08-17 15:00:00,화요일,서울특별시 도봉구 쌍문동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,정보없음,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),여,52,상해없음,보행자,여,62,경상,EPSG:5181,203484.87799889,461923.77635691
2021081800100115,2021-08-18 10:00:00,수요일,서울특별시 송파구 석촌동,중상사고,0,1,0,0,차대사람 - 보도통행중,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,25,상해없음,보행자,여,58,중상,EPSG:5181,209300.70079408,444533.8105517
2021081800100214,2021-08-18 13:00:00,수요일,서울특별시 송파구 송파동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,정보없음,맑음,기타 - 기타,개인형이동수단(PM),남,26,상해없음,보행자,남,34,경상,EPSG:5181,209702.61591643,445333.26516725
2021081900100088,2021-08-19 09:00:00,목요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대사람 - 기타,기타,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,59,상해없음,보행자,여,38,경상,EPSG:5181,206555.24414129,452504.39704462
2021082000100441,2021-08-20 18:00:00,금요일,서울특별시 서초구 서초동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,21,상해없음,보행자,남,45,경상,EPSG:5181,201793.12732006,444835.05982537
2021082000100634,2021-08-20 23:00:00,금요일,서울특별시 노원구 상계동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,정보없음,비,단일로 - 기타,개인형이동수단(PM),남,18,상해없음,자전거,남,45,경상,EPSG:5181,205959.33437352,461458.77923435
2021082200100282,2021-08-22 18:00:00,일요일,서울특별시 서초구 반포동,경상사고,0,0,1,0,차대차 - 측면충돌,기타,정보없음,비,단일로 - 기타,개인형이동수단(PM),남,34,경상,승용,남,55,상해없음,EPSG:5181,199975.89717201,444556.30004868
2021082300100108,2021-08-23 10:00:00,월요일,서울특별시 노원구 상계동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,32,중상,승용,남,40,상해없음,EPSG:5181,204891.98707086,463695.97643582
2021082500100036,2021-08-25 06:00:00,수요일,서울특별시 중랑구 상봉동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,정보없음,맑음,기타 - 기타,개인형이동수단(PM),남,36,상해없음,보행자,여,37,경상,EPSG:5181,207438.36943044,455178.15931009
2021082500100289,2021-08-25 15:00:00,수요일,서울특별시 동작구 흑석동,경상사고,0,0,1,0,차대차 - 측면충돌,불법유턴,정보없음,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,25,경상,화물,남,73,상해없음,EPSG:5181,197412.89722968,445121.90805248
2021082700100480,2021-08-27 20:00:00,금요일,서울특별시 서대문구 충정로3가,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,20,상해없음,보행자,남,55,경상,EPSG:5181,196857.05898875,451448.40215936
2021082800100161,2021-08-28 12:00:00,토요일,서울특별시 서초구 서초동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,정보없음,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,29,중상,,,,,EPSG:5181,200735.84806886,443114.77240724
2021082900100007,2021-08-29 01:00:00,일요일,서울특별시 노원구 상계동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,24,부상신고,승용,남,36,기타불명,EPSG:5181,205031.58201745,462844.38366051
2021083000100243,2021-08-30 14:00:00,월요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,정보없음,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,15,상해없음,보행자,남,65,경상,EPSG:5181,207312.36218508,447836.5661532
2021083000100244,2021-08-30 14:00:00,월요일,서울특별시 성동구 성수동2가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,정보없음,맑음,교차로 - 교차로부근,개인형이동수단(PM),여,22,경상,승용,여,53,상해없음,EPSG:5181,205472.00047894,449272.35499333
2021083100100057,2021-08-31 08:00:00,화요일,서울특별시 광진구 화양동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,정보없음,비,단일로 - 기타,개인형이동수단(PM),남,31,상해없음,보행자,여,32,중상,EPSG:5181,206128.9551737,449329.86994283
2021090200100308,2021-09-02 16:00:00,목요일,서울특별시 송파구 잠실동,경상사고,0,0,1,0,차대차 - 기타,신호위반,정보없음,맑음,기타 - 기타,개인형이동수단(PM),남,29,경상,승용,남,61,상해없음,EPSG:5181,207651.6525275,445360.3826558
2021090200100442,2021-09-02 19:00:00,목요일,서울특별시 송파구 가락동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,16,상해없음,이륜,남,19,경상,EPSG:5181,211158.46137439,443589.29618806
2021090300100343,2021-09-03 17:00:00,금요일,서울특별시 송파구 송파동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,51,상해없음,보행자,여,69,부상신고,EPSG:5181,209944.5274351,445744.71497515
2021090400100072,2021-09-04 09:00:00,토요일,서울특별시 동대문구 전농동,부상신고사고,0,0,0,1,차대차 - 측면충돌,직진우회전진행방해,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,26,부상신고,승용,남,68,상해없음,EPSG:5181,204638.74037402,452832.33247152
2021090500100002,2021-09-05 01:00:00,일요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),여,27,경상,승용,남,63,상해없음,EPSG:5181,207017.3919214,447997.06249761
2021090700100560,2021-09-07 22:00:00,화요일,서울특별시 노원구 상계동,경상사고,0,0,1,0,차량단독 - 전도전복 - 전도,기타,정보없음,비,기타 - 기타,개인형이동수단(PM),남,22,경상,,,,,EPSG:5181,205818.41526677,462746.53898163
2021090800100199,2021-09-08 11:00:00,수요일,서울특별시 서초구 양재동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,27,상해없음,보행자,남,29,경상,EPSG:5181,203356.96383275,442721.53303057
2021091000100147,2021-09-10 10:00:00,금요일,서울특별시 구로구 신도림동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,정보없음,맑음,기타 - 기타,개인형이동수단(PM),여,43,상해없음,자전거,여,67,중상,EPSG:5181,188926.8194559,445843.10886954
2021091000100306,2021-09-10 15:00:00,금요일,서울특별시 강남구 역삼동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,신호위반,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,22,상해없음,보행자,남,29,경상,EPSG:5181,202352.95806796,444719.98782154
2021091000100582,2021-09-10 21:00:00,금요일,서울특별시 서대문구 창천동,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,정보없음,흐림,단일로 - 기타,개인형이동수단(PM),남,19,상해없음,보행자,여,29,중상,EPSG:5181,194666.93663003,450748.48584367
2021091000100618,2021-09-10 22:00:00,금요일,서울특별시 강남구 논현동,경상사고,0,0,1,0,차대차 - 기타,기타,정보없음,흐림,교차로 - 교차로횡단보도내,개인형이동수단(PM),여,39,경상,승용,남,50,상해없음,EPSG:5181,203085.80905041,445367.13437817
2021091100100010,2021-09-11 01:00:00,토요일,서울특별시 강남구 논현동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),여,32,상해없음,승용,남,19,경상,EPSG:5181,202469.3354217,445598.95107486
2021091100100088,2021-09-11 09:00:00,토요일,서울특별시 광진구 자양동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,정보없음,맑음,교차로 - 교차로부근,개인형이동수단(PM),여,18,부상신고,승용,남,66,상해없음,EPSG:5181,207300.78375085,447944.54760452
2021091100100372,2021-09-11 15:00:00,토요일,서울특별시 송파구 신천동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,34,상해없음,보행자,여,6,경상,EPSG:5181,209332.72669088,446037.58245131
2021091400100444,2021-09-14 16:00:00,화요일,서울특별시 은평구 갈현동,경상사고,0,0,1,2,차대차 - 정면충돌,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,14,부상신고,자전거,남,24,경상,EPSG:5181,192906.49398743,458597.12666446
2021091500100691,2021-09-15 21:00:00,수요일,서울특별시 관악구 봉천동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,9,상해없음,승용,여,37,상해없음,EPSG:5181,193602.6652126,443571.07691546
2021091700100519,2021-09-17 17:00:00,금요일,서울특별시 강남구 삼성동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,정보없음,맑음,기타 - 기타,개인형이동수단(PM),남,16,기타불명,보행자,남,56,경상,EPSG:5181,205293.49040852,445402.87440593
2021091800100032,2021-09-18 05:00:00,토요일,서울특별시 강남구 개포동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),여,19,경상,승용,남,43,상해없음,EPSG:5181,204119.98497699,441832.2327138
2021091800100332,2021-09-18 14:00:00,토요일,서울특별시 강남구 신사동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,정보없음,맑음,기타 - 기타,개인형이동수단(PM),남,24,상해없음,보행자,남,30,경상,EPSG:5181,201888.15720423,447095.4508573
2021091800100586,2021-09-18 20:00:00,토요일,서울특별시 송파구 오금동,부상신고사고,0,0,0,1,차량단독 - 전도전복 - 전도,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,26,부상신고,,,,,EPSG:5181,211026.90703187,445190.24136915
2021091900100341,2021-09-19 18:00:00,일요일,서울특별시 마포구 합정동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,정보없음,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,25,상해없음,원동기,남,22,부상신고,EPSG:5181,192294.45133427,450104.62464992
2021091900100394,2021-09-19 20:00:00,일요일,서울특별시 송파구 오금동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,정보없음,기타,교차로 - 교차로안,개인형이동수단(PM),남,49,경상,,,,,EPSG:5181,211356.38393404,444748.81362982
2021092000100305,2021-09-20 17:00:00,월요일,서울특별시 성북구 성북동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,정보없음,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,25,경상,승용,남,59,상해없음,EPSG:5181,199655.86508872,454884.62579667
2021092000100361,2021-09-20 19:00:00,월요일,서울특별시 송파구 가락동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,15,상해없음,보행자,여,25,경상,EPSG:5181,211175.40928586,443600.39063337
2021092200100174,2021-09-22 14:00:00,수요일,서울특별시 강남구 대치동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,정보없음,맑음,단일로 - 교량,개인형이동수단(PM),남,15,상해없음,보행자,여,73,중상,EPSG:5181,205800.21140807,443421.78059238
2021092300100174,2021-09-23 11:00:00,목요일,서울특별시 노원구 하계동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,28,상해없음,보행자,여,48,경상,EPSG:5181,206556.05589074,459866.32631566
2021092300100494,2021-09-23 19:00:00,목요일,서울특별시 강남구 도곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,25,경상,승용,남,51,상해없음,EPSG:5181,204595.1335369,443158.27841245
2021092400100468,2021-09-24 19:00:00,금요일,서울특별시 강남구 신사동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,36,부상신고,이륜,남,39,상해없음,EPSG:5181,201809.09425647,446536.81176108
2021092500100419,2021-09-25 21:00:00,토요일,서울특별시 강서구 내발산동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,22,상해없음,보행자,남,39,경상,EPSG:5181,186439.92962634,448092.74255403
2021092500100473,2021-09-25 23:00:00,토요일,서울특별시 중랑구 중화동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,정보없음,맑음,기타 - 기타,개인형이동수단(PM),남,20,상해없음,보행자,여,57,중상,EPSG:5181,206462.79086689,456153.35459004
2021092600100381,2021-09-26 22:00:00,일요일,서울특별시 마포구 동교동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,정보없음,흐림,단일로 - 기타,개인형이동수단(PM),남,28,경상,승용,여,62,상해없음,EPSG:5181,193922.07063248,450857.5669488
2021092700100257,2021-09-27 14:00:00,월요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,27,중상,승합,남,50,상해없음,EPSG:5181,207607.41340015,448037.21400148
2021092700100405,2021-09-27 18:00:00,월요일,서울특별시 송파구 마천동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),여,60,경상,승용,남,58,상해없음,EPSG:5181,213828.78540621,443919.60775662
2021092800100385,2021-09-28 18:00:00,화요일,서울특별시 중랑구 상봉동,중상사고,0,1,0,0,차대차 - 기타,차로위반,정보없음,맑음,교차로 - 교차로부근,개인형이동수단(PM),여,25,중상,승용,남,52,상해없음,EPSG:5181,208222.77798269,454972.25177759
2021092900100525,2021-09-29 20:00:00,수요일,서울특별시 강남구 삼성동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,정보없음,비,단일로 - 기타,개인형이동수단(PM),남,29,경상,승용,남,57,상해없음,EPSG:5181,205138.72150623,445536.10507473
2021093000100057,2021-09-30 07:00:00,목요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,18,경상,승용,남,25,상해없음,EPSG:5181,207574.76601532,451542.4368
2021100100100069,2021-10-01 08:00:00,금요일,서울특별시 노원구 상계동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),여,22,경상,승용,남,32,상해없음,EPSG:5181,204969.07927334,464059.53128556
2021100100100113,2021-10-01 09:00:00,금요일,서울특별시 서초구 방배동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,25,경상,승용,남,57,상해없음,EPSG:5181,199665.3489583,443130.09510357
2021100100100116,2021-10-01 09:00:00,금요일,서울특별시 강남구 역삼동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,22,중상,승합,남,48,상해없음,EPSG:5181,204081.32141843,444403.041622
2021100100100547,2021-10-01 19:00:00,금요일,서울특별시 영등포구 당산동4가,경상사고,0,0,1,0,차대사람 - 횡단중,기타,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,15,기타불명,보행자,여,56,경상,EPSG:5181,190887.72870582,448070.37211901
2021100200100111,2021-10-02 10:00:00,토요일,서울특별시 송파구 삼전동,경상사고,0,0,2,0,차대차 - 기타,신호위반,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),여,39,경상,원동기,남,21,경상,EPSG:5181,207938.72474618,444991.76043063
2021100200100540,2021-10-02 20:00:00,토요일,서울특별시 종로구 숭인동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,44,경상,승용,남,45,상해없음,EPSG:5181,202051.96038433,452599.48065265
2021100300100312,2021-10-03 17:00:00,일요일,서울특별시 마포구 신공덕동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,34,상해없음,이륜,남,52,경상,EPSG:5181,196210.43388521,449638.26463207
2021100400100097,2021-10-04 10:00:00,월요일,서울특별시 강남구 역삼동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,24,상해없음,이륜,남,28,경상,EPSG:5181,203171.42158055,443940.02753404
2021100400100199,2021-10-04 14:00:00,월요일,서울특별시 서초구 서초동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,15,상해없음,보행자,여,53,경상,EPSG:5181,202067.46092787,444792.50007305
2021100500100061,2021-10-05 08:00:00,화요일,서울특별시 중랑구 면목동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,30,경상,승용,남,63,상해없음,EPSG:5181,208248.86280173,453454.78493416
2021100600100176,2021-10-06 11:00:00,수요일,서울특별시 중구 남대문로1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,정보없음,비,교차로 - 교차로안,개인형이동수단(PM),남,18,상해없음,원동기,남,71,경상,EPSG:5181,198465.1198906,452118.21417105
2021100700100174,2021-10-07 11:00:00,목요일,서울특별시 동대문구 신설동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,24,중상,보행자,남,52,상해없음,EPSG:5181,202076.96416634,452600.61409981
2021100800100113,2021-10-08 09:00:00,금요일,서울특별시 동작구 상도동,중상사고,0,1,0,0,차대차 - 측면충돌,불법유턴,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,74,중상,승용,남,39,상해없음,EPSG:5181,196393.01033592,444273.16348928
2021100900100415,2021-10-09 19:00:00,토요일,서울특별시 중랑구 신내동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,정보없음,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,28,상해없음,보행자,남,49,중상,EPSG:5181,208414.4276128,456179.75388006
2021101100100408,2021-10-11 19:00:00,월요일,서울특별시 마포구 망원동,부상신고사고,0,0,0,1,차대사람 - 차도통행중,신호위반,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,46,상해없음,보행자,여,63,부상신고,EPSG:5181,191878.34697422,450658.62357939
2021101200100120,2021-10-12 09:00:00,화요일,서울특별시 서초구 서초동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),여,31,상해없음,보행자,여,43,경상,EPSG:5181,202305.44423504,444436.6242525
2021101400100087,2021-10-14 08:00:00,목요일,서울특별시 강북구 수유동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,28,경상,승용,남,65,상해없음,EPSG:5181,201880.01683957,460465.6513862
2021101400100471,2021-10-14 18:00:00,목요일,서울특별시 영등포구 대림동,중상사고,0,1,0,0,차대차 - 정면충돌,중앙선침범,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,72,상해없음,승용,남,56,중상,EPSG:5181,190590.75541783,444279.35391344
2021101400100576,2021-10-14 20:00:00,목요일,서울특별시 송파구 삼전동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,정보없음,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,50,중상,승용,남,45,상해없음,EPSG:5181,208176.49292819,444864.97262371
2021101500100365,2021-10-15 16:00:00,금요일,서울특별시 서초구 방배동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,63,상해없음,자전거,남,68,경상,EPSG:5181,198703.33948531,444191.40022415
2021101500100441,2021-10-15 18:00:00,금요일,서울특별시 송파구 문정동,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,정보없음,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,39,상해없음,보행자,남,38,중상,EPSG:5181,210649.05561954,443250.45546452
2021101600100045,2021-10-16 05:00:00,토요일,서울특별시 광진구 광장동,중상사고,0,1,1,0,차대차 - 정면충돌,신호위반,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,27,중상,승용,남,59,경상,EPSG:5181,209221.2756278,449501.37633704
2021101600100155,2021-10-16 11:00:00,토요일,서울특별시 강남구 역삼동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,25,부상신고,승용,여,47,상해없음,EPSG:5181,202969.57893263,444272.08636817
2021101700100260,2021-10-17 17:00:00,일요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대차 - 기타,기타,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,49,경상,승용,남,62,상해없음,EPSG:5181,205985.41720004,452429.33628189
2021102000100025,2021-10-20 06:00:00,수요일,서울특별시 송파구 마천동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,정보없음,맑음,기타 - 기타,개인형이동수단(PM),남,48,상해없음,보행자,여,70,중상,EPSG:5181,213837.27057555,443640.53976031
2021102000100057,2021-10-20 08:00:00,수요일,서울특별시 관악구 남현동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,68,경상,승용,여,44,상해없음,EPSG:5181,198018.25501377,441896.87230951
2021102000100433,2021-10-20 18:00:00,수요일,서울특별시 강북구 미아동,경상사고,0,0,1,0,차대차 - 정면충돌,중앙선침범,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,14,상해없음,승용,여,42,경상,EPSG:5181,201098.09359101,458328.6489679
2021102100100332,2021-10-21 16:00:00,목요일,서울특별시 노원구 공릉동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),여,18,상해없음,보행자,남,2,경상,EPSG:5181,206600.40264301,458678.09036465
2021102100100553,2021-10-21 21:00:00,목요일,서울특별시 은평구 응암동,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,17,상해없음,보행자,여,59,중상,EPSG:5181,192453.88630778,454734.24053122
2021102200100028,2021-10-22 05:00:00,금요일,서울특별시 중구 장충동2가,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,60,기타불명,승용,남,66,상해없음,EPSG:5181,200253.1390064,451305.40696038
2021102200100577,2021-10-22 19:00:00,금요일,서울특별시 은평구 역촌동,경상사고,0,0,1,0,차대사람 - 보도통행중,신호위반,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),여,18,상해없음,보행자,여,56,경상,EPSG:5181,192578.81810252,455883.34446546
2021102300100062,2021-10-23 08:00:00,토요일,서울특별시 중랑구 망우동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,29,상해없음,보행자,여,56,경상,EPSG:5181,208270.15394306,454529.32710725
2021102300100328,2021-10-23 15:00:00,토요일,서울특별시 마포구 서교동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,27,부상신고,승용,남,29,기타불명,EPSG:5181,192923.54098618,450697.19593716
2021102400100095,2021-10-24 10:00:00,일요일,서울특별시 강서구 가양동,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,31,상해없음,보행자,여,62,중상,EPSG:5181,188021.07840653,450998.24128444
2021102500100628,2021-10-25 22:00:00,월요일,서울특별시 동작구 신대방동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,20,상해없음,보행자,남,30,경상,EPSG:5181,192008.82188886,443238.48744656
2021102500100648,2021-10-25 23:00:00,월요일,서울특별시 성동구 성수동2가,경상사고,0,0,1,0,차대차 - 기타,기타,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,32,경상,승용,남,51,상해없음,EPSG:5181,205300.29388876,449392.48982112
2021102600100024,2021-10-26 05:00:00,화요일,서울특별시 은평구 진관동,중상사고,0,1,1,0,차대차 - 정면충돌,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,22,중상,자전거,남,55,경상,EPSG:5181,192798.16274548,459214.78588849
2021102600100062,2021-10-26 08:00:00,화요일,서울특별시 성북구 동선동2가,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,41,상해없음,보행자,여,24,경상,EPSG:5181,201801.36564735,453820.62648586
